Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active
Tennessee,US,2020-05-12 3:32,36.10890856,-82.43709629,3,0,0,3
Arkansas,US,2020-05-12 3:32,36.1173546,-90.55832668,23,0,0,23
Oklahoma,US,2020-05-12 3:32,36.11939621,-95.94013939,708,36,0,672
Tennessee,US,2020-05-12 3:32,36.12684348,-84.19965764,33,1,0,32
North Carolina,US,2020-05-12 3:32,36.12859861,-80.25459052,395,5,0,390
North Carolina,US,2020-05-12 3:32,36.12908077,-76.60118385,11,0,0,11
Tennessee,US,2020-05-12 3:32,36.13248031,-84.64880098,12,0,0,12
Tennessee,US,2020-05-12 3:32,36.14005459,-85.50646123,178,5,0,173
Gibraltar,United Kingdom,2020-05-12 3:32,36.1408,-5.3536,147,0,143,4
Tennessee,US,2020-05-12 3:32,36.14669837,-87.35891709,86,0,0,86
Tennessee,US,2020-05-12 3:32,36.15496772,-86.29775884,302,7,0,295
North Carolina,US,2020-05-12 3:32,36.16222629,-80.66239436,54,1,0,53
Arkansas,US,2020-05-12 3:32,36.16258158,-91.47819342,16,2,0,14
Tennessee,US,2020-05-12 3:32,36.17007426,-86.78646056,3465,32,0,3433
Tennessee,US,2020-05-12 3:32,36.17470125,-82.84691273,46,2,0,44
North Carolina,US,2020-05-12 3:32,36.17847453,-76.40603143,17,2,0,15
,Japan,2020-05-12 3:32,36.204824,138.252924,15847,633,8293,6921
North Carolina,US,2020-05-12 3:32,36.2084135,-81.16232895,242,1,0,241
Missouri,US,2020-05-12 3:32,36.2130572,-89.78742322,65,3,0,62
Nevada,US,2020-05-12 3:32,36.21458855,-115.0130241,4762,260,0,4502
California,US,2020-05-12 3:32,36.21862405,-121.2413397,279,6,0,273
Tennessee,US,2020-05-12 3:32,36.21990035,-83.26586179,21,2,0,19
California,US,2020-05-12 3:32,36.22026558,-118.8020203,1159,50,0,1109
North Carolina,US,2020-05-12 3:32,36.23103603,-81.70033724,9,0,0,9
Tennessee,US,2020-05-12 3:32,36.25359775,-85.95411046,24,1,0,23
North Carolina,US,2020-05-12 3:32,36.25669272,-77.6556109,94,1,0,93
Tennessee,US,2020-05-12 3:32,36.26136216,-87.08903581,66,0,0,66
North Carolina,US,2020-05-12 3:32,36.26723798,-76.25134778,82,5,0,77
Arkansas,US,2020-05-12 3:32,36.26844485,-92.68451899,1,0,0,1
Missouri,US,2020-05-12 3:32,36.27167174,-90.09122243,24,2,0,22
Tennessee,US,2020-05-12 3:32,36.27469206,-83.51254721,6,0,0,6
Texas,US,2020-05-12 3:32,36.27743284,-101.3545796,12,2,0,10
Texas,US,2020-05-12 3:32,36.27751473,-101.8933156,23,0,0,23
Texas,US,2020-05-12 3:32,36.27783108,-100.2733151,2,0,0,2
Texas,US,2020-05-12 3:32,36.27787176,-102.6020725,14,1,0,13
Texas,US,2020-05-12 3:32,36.27829105,-100.8158184,29,1,0,28
Tennessee,US,2020-05-12 3:32,36.28590426,-83.83651902,3,0,0,3
Arkansas,US,2020-05-12 3:32,36.28784385,-92.33782872,5,0,0,5
Tennessee,US,2020-05-12 3:32,36.28872054,-87.71878828,6,0,0,6
Tennessee,US,2020-05-12 3:32,36.28969086,-82.12588974,18,1,0,17
Tennessee,US,2020-05-12 3:32,36.29472368,-82.4945472,65,0,0,65
Tennessee,US,2020-05-12 3:32,36.29896232,-88.71990865,24,0,0,24
Oklahoma,US,2020-05-12 3:32,36.30179091,-95.23175116,25,4,0,21
North Carolina,US,2020-05-12 3:32,36.30337451,-78.65184241,167,6,0,161
Arkansas,US,2020-05-12 3:32,36.3084504,-93.09374925,4,0,0,4
Oklahoma,US,2020-05-12 3:32,36.31149996,-98.53467076,5,1,0,4
Oklahoma,US,2020-05-12 3:32,36.31743373,-96.7033176,29,2,0,27
Tennessee,US,2020-05-12 3:32,36.33160906,-88.30121797,15,0,0,15
Arkansas,US,2020-05-12 3:32,36.33644656,-94.25680817,123,0,0,123
North Carolina,US,2020-05-12 3:32,36.33804939,-76.15568396,2,0,0,2
Arkansas,US,2020-05-12 3:32,36.3403856,-93.54270261,6,0,0,6
Tennessee,US,2020-05-12 3:32,36.34117832,-85.28989535,14,0,0,14
Arkansas,US,2020-05-12 3:32,36.3415714,-91.02455531,22,0,0,22
Tennessee,US,2020-05-12 3:32,36.3418017,-89.48921915,61,0,0,61
Shandong,China,2020-05-12 3:32,36.3427,118.1498,788,7,777,4
Tennessee,US,2020-05-12 3:32,36.35732446,-89.14921589,16,1,0,15
North Carolina,US,2020-05-12 3:32,36.3607755,-76.98104134,51,1,0,50
North Carolina,US,2020-05-12 3:32,36.36123664,-75.95876401,9,0,0,9
Tennessee,US,2020-05-12 3:32,36.36380466,-85.67239905,10,0,0,10
Arkansas,US,2020-05-12 3:32,36.36826212,-90.4148172,4,0,0,4
North Carolina,US,2020-05-12 3:32,36.36880673,-78.40670845,162,12,0,150
Oklahoma,US,2020-05-12 3:32,36.37004357,-95.60406759,70,5,0,65
Oklahoma,US,2020-05-12 3:32,36.3791334,-97.78265517,22,1,0,21
Tennessee,US,2020-05-12 3:32,36.38128818,-84.92870012,6,0,0,6
Arkansas,US,2020-05-12 3:32,36.38177105,-91.81729127,3,0,0,3
Oklahoma,US,2020-05-12 3:32,36.38953329,-97.22928674,7,0,0,7
North Carolina,US,2020-05-12 3:32,36.38989032,-78.97217358,31,1,0,30
Tennessee,US,2020-05-12 3:32,36.39026213,-86.16087954,1363,2,0,1361
North Carolina,US,2020-05-12 3:32,36.39312665,-79.33353281,41,1,0,40
North Carolina,US,2020-05-12 3:32,36.39593137,-79.77504841,43,2,0,41
North Carolina,US,2020-05-12 3:32,36.39728256,-78.10652228,23,0,0,23
North Carolina,US,2020-05-12 3:32,36.4017975,-80.23893369,11,0,0,11
Tennessee,US,2020-05-12 3:32,36.40355516,-84.1510856,17,1,0,16
Oklahoma,US,2020-05-12 3:32,36.40823634,-94.80325046,93,16,0,77
North Carolina,US,2020-05-12 3:32,36.41689489,-80.69102283,43,1,0,42
North Carolina,US,2020-05-12 3:32,36.41736238,-77.39769443,123,7,0,116
Oklahoma,US,2020-05-12 3:32,36.42316318,-99.26283045,1,0,0,1
Tennessee,US,2020-05-12 3:32,36.42325673,-84.50360494,11,0,0,11
North Carolina,US,2020-05-12 3:32,36.43296207,-81.49862729,13,0,0,13
Tennessee,US,2020-05-12 3:32,36.44355426,-82.94885298,31,2,0,29
North Carolina,US,2020-05-12 3:32,36.44667547,-76.69749701,11,0,0,11
Tennessee,US,2020-05-12 3:32,36.4552395,-81.84886538,5,0,0,5
Tennessee,US,2020-05-12 3:32,36.46824103,-86.45917204,699,38,0,661
New Mexico,US,2020-05-12 3:32,36.48126404,-103.4709624,3,0,0,3
Tennessee,US,2020-05-12 3:32,36.48319149,-83.65947309,7,0,0,7
North Carolina,US,2020-05-12 3:32,36.49360862,-81.12857041,8,0,0,8
Tennessee,US,2020-05-12 3:32,36.49609412,-87.38550661,180,2,0,178
Tennessee,US,2020-05-12 3:32,36.50235092,-87.83920548,7,0,0,7
New Mexico,US,2020-05-12 3:32,36.50838318,-108.320437,1107,71,0,1036
New Mexico,US,2020-05-12 3:32,36.51072137,-106.6931674,28,0,0,28
California,US,2020-05-12 3:32,36.51112084,-117.4111978,19,1,0,18
Tennessee,US,2020-05-12 3:32,36.51240691,-82.30412917,54,1,0,53
Tennessee,US,2020-05-12 3:32,36.52454807,-86.87346725,220,0,0,220
Tennessee,US,2020-05-12 3:32,36.52692871,-83.22375847,0,0,0,0
Tennessee,US,2020-05-12 3:32,36.53157855,-86.00778595,59,3,0,56
Tennessee,US,2020-05-12 3:32,36.55151008,-85.53930419,6,0,0,6
Kentucky,US,2020-05-12 3:32,36.55238827,-89.20140068,1,0,0,1
Tennessee,US,2020-05-12 3:32,36.55606529,-85.077633,1,0,0,1
New Mexico,US,2020-05-12 3:32,36.58006022,-105.6310198,20,0,0,20
Virginia,US,2020-05-12 3:32,36.58022376,-79.40395668,39,1,0,38
Missouri,US,2020-05-12 3:32,36.59666326,-89.66070007,12,0,0,12
California,US,2020-05-12 3:32,36.60308176,-121.069975,56,2,0,54
New Mexico,US,2020-05-12 3:32,36.60569702,-104.6472674,5,0,0,5
Virginia,US,2020-05-12 3:32,36.6163024,-82.16359122,3,0,0,3
Kentucky,US,2020-05-12 3:32,36.62093411,-88.2731593,40,1,0,39
Missouri,US,2020-05-12 3:32,36.62869595,-94.34867205,5,0,0,5
Oklahoma,US,2020-05-12 3:32,36.62888819,-96.39635704,89,8,0,81
Missouri,US,2020-05-12 3:32,36.65460667,-90.85990261,5,0,0,5
Missouri,US,2020-05-12 3:32,36.65465345,-93.04075153,12,2,0,10
Virginia,US,2020-05-12 3:32,36.65677234,-81.23215889,15,0,0,15
Virginia,US,2020-05-12 3:32,36.66601852,-80.91703124,55,0,0,55
Virginia,US,2020-05-12 3:32,36.67670048,-76.30545744,340,9,0,331
Virginia,US,2020-05-12 3:32,36.67878901,-77.56351439,47,7,0,40
Virginia,US,2020-05-12 3:32,36.67882005,-78.36131056,134,10,0,124
Kentucky,US,2020-05-12 3:32,36.6794808,-88.97875928,5,0,0,5
Virginia,US,2020-05-12 3:32,36.6801638,-80.2865648,4,0,0,4
Virginia,US,2020-05-12 3:32,36.68212094,-79.86352771,2,0,0,2
Virginia,US,2020-05-12 3:32,36.6831435,-76.93859681,26,1,0,25
Virginia,US,2020-05-12 3:32,36.68542395,-79.87634026,25,1,0,24
Missouri,US,2020-05-12 3:32,36.68710164,-91.4033755,2,0,0,2
Virginia,US,2020-05-12 3:32,36.69455571,-77.53406129,49,3,0,46
Virginia,US,2020-05-12 3:32,36.70155394,-76.63603554,216,19,0,197
Virginia,US,2020-05-12 3:32,36.70586667,-83.12606515,10,0,0,10
Missouri,US,2020-05-12 3:32,36.70978521,-93.82919888,6,0,0,6
Kentucky,US,2020-05-12 3:32,36.71225341,-85.71596443,6,0,0,6
Oklahoma,US,2020-05-12 3:32,36.71380786,-95.90514104,301,29,0,272
Missouri,US,2020-05-12 3:32,36.71462476,-90.40421163,27,0,0,27
Virginia,US,2020-05-12 3:32,36.71466456,-82.60171704,7,2,0,5
Virginia,US,2020-05-12 3:32,36.72231125,-77.10642712,131,1,0,130
Kentucky,US,2020-05-12 3:32,36.72292505,-88.65143315,149,18,0,131
Virginia,US,2020-05-12 3:32,36.72341572,-81.95666289,49,3,0,46
Kentucky,US,2020-05-12 3:32,36.72581156,-85.13377529,3,0,0,3
Virginia,US,2020-05-12 3:32,36.73066666,-80.73455942,34,0,0,34
Oklahoma,US,2020-05-12 3:32,36.73090616,-98.32408495,1,0,0,1
Virginia,US,2020-05-12 3:32,36.73285734,-76.04566934,505,17,0,488
Kentucky,US,2020-05-12 3:32,36.73874143,-84.48102924,13,0,0,13
Kentucky,US,2020-05-12 3:32,36.74058474,-86.58047435,32,2,0,30
Oklahoma,US,2020-05-12 3:32,36.74777635,-101.4889765,404,4,0,400
Oklahoma,US,2020-05-12 3:32,36.74817177,-102.5173885,1,0,0,1
Oklahoma,US,2020-05-12 3:32,36.7496847,-100.4758872,20,0,0,20
Missouri,US,2020-05-12 3:32,36.75000327,-93.45256475,3,0,0,3
Kentucky,US,2020-05-12 3:32,36.75197631,-86.19457544,29,1,0,28
Kentucky,US,2020-05-12 3:32,36.75700531,-84.14541217,12,0,0,12
California,US,2020-05-12 3:32,36.75733899,-119.6466953,945,9,0,936
Oklahoma,US,2020-05-12 3:32,36.76268118,-95.20916602,13,0,0,13
Virginia,US,2020-05-12 3:32,36.76366949,-77.8593436,19,0,0,19
Virginia,US,2020-05-12 3:32,36.76654925,-78.93512622,22,0,0,22
Oklahoma,US,2020-05-12 3:32,36.76705782,-98.86573064,3,0,0,3
Missouri,US,2020-05-12 3:32,36.77383887,-91.88683935,5,0,0,5
Oklahoma,US,2020-05-12 3:32,36.78836519,-99.6679804,1,0,0,1
Kentucky,US,2020-05-12 3:32,36.78926125,-85.39050034,5,0,0,5
Oklahoma,US,2020-05-12 3:32,36.796297,-97.78638765,2,0,0,2
Oklahoma,US,2020-05-12 3:32,36.79843529,-95.61902331,22,0,0,22
Kentucky,US,2020-05-12 3:32,36.80310688,-84.8251971,8,0,0,8
Kentucky,US,2020-05-12 3:32,36.80767017,-87.87333656,9,0,0,9
Oklahoma,US,2020-05-12 3:32,36.81799745,-97.14421435,48,7,0,41
Virginia,US,2020-05-12 3:32,36.81980341,-79.39731264,17,1,0,16
Missouri,US,2020-05-12 3:32,36.82516239,-89.29505753,49,0,0,49
Oklahoma,US,2020-05-12 3:32,36.83532655,-94.81011909,34,1,0,33
Kentucky,US,2020-05-12 3:32,36.8381152,-87.17878374,15,0,0,15
Virginia,US,2020-05-12 3:32,36.84455636,-81.53344948,13,0,0,13
Kentucky,US,2020-05-12 3:32,36.85372876,-88.9669222,3,1,0,2
Missouri,US,2020-05-12 3:32,36.85571651,-89.9444155,29,0,0,29
Kentucky,US,2020-05-12 3:32,36.85699301,-83.21899516,1,0,0,1
Virginia,US,2020-05-12 3:32,36.85914825,-76.35971629,208,8,0,200
Kentucky,US,2020-05-12 3:32,36.85949479,-86.877635,57,1,0,56
Kentucky,US,2020-05-12 3:32,36.8800707,-88.32803576,34,1,0,33
Kentucky,US,2020-05-12 3:32,36.89225732,-83.85403396,7,0,0,7
Kentucky,US,2020-05-12 3:32,36.89267803,-87.49055367,95,3,0,92
Virginia,US,2020-05-12 3:32,36.89934014,-76.26420872,308,5,0,303
Missouri,US,2020-05-12 3:32,36.90519407,-94.3394104,11,1,0,10
Virginia,US,2020-05-12 3:32,36.90579348,-76.70842863,112,3,0,109
Virginia,US,2020-05-12 3:32,36.91582035,-81.07834059,13,1,0,12
Virginia,US,2020-05-12 3:32,36.92432914,-77.25791182,34,1,0,33
Virginia,US,2020-05-12 3:32,36.9302126,-80.36738849,3,0,0,3
Virginia,US,2020-05-12 3:32,36.9302832,-82.10095486,6,0,0,6
Virginia,US,2020-05-12 3:32,36.93357076,-82.62750411,2,0,0,2
Missouri,US,2020-05-12 3:32,36.94160441,-90.96051322,3,1,0,2
Virginia,US,2020-05-12 3:32,36.94618528,-78.24133319,6,0,0,6
Kentucky,US,2020-05-12 3:32,36.96469836,-85.93338945,28,0,0,28
Missouri,US,2020-05-12 3:32,36.9711783,-93.18537118,20,0,0,20
Virginia,US,2020-05-12 3:32,36.9746148,-82.62410519,22,1,0,21
Kentucky,US,2020-05-12 3:32,36.99308373,-85.06070117,18,4,0,14
Kentucky,US,2020-05-12 3:32,36.99459295,-85.63123699,2,0,0,2
Virginia,US,2020-05-12 3:32,36.99536167,-79.88023649,28,0,0,28
Kentucky,US,2020-05-12 3:32,36.99903045,-86.42672751,573,2,0,571
Virginia,US,2020-05-12 3:32,37.01909701,-78.66314092,11,0,0,11
Kentucky,US,2020-05-12 3:32,37.02080035,-88.07886257,14,3,0,11
Virginia,US,2020-05-12 3:32,37.03513786,-76.35879121,146,3,0,143
Kentucky,US,2020-05-12 3:32,37.05350953,-88.70445755,72,2,0,70
California,US,2020-05-12 3:32,37.05580291,-122.0066524,141,2,0,139
Missouri,US,2020-05-12 3:32,37.05588075,-89.56474493,81,6,0,75
Kentucky,US,2020-05-12 3:32,37.05842757,-88.99427697,8,0,0,8
Virginia,US,2020-05-12 3:32,37.06474963,-80.71229738,9,0,0,9
Virginia,US,2020-05-12 3:32,37.07544585,-77.63451754,28,0,0,28
Virginia,US,2020-05-12 3:32,37.08166899,-76.51754109,164,10,0,154
Kentucky,US,2020-05-12 3:32,37.09246661,-83.37999606,5,0,0,5
Kentucky,US,2020-05-12 3:32,37.10459774,-85.28129668,88,13,0,75
Kentucky,US,2020-05-12 3:32,37.10466131,-84.57629079,44,2,0,42
Missouri,US,2020-05-12 3:32,37.10626634,-93.83293097,7,0,0,7
Kentucky,US,2020-05-12 3:32,37.10975748,-84.11321779,21,2,0,19
Virginia,US,2020-05-12 3:32,37.11781893,-76.88450012,5,1,0,4
Virginia,US,2020-05-12 3:32,37.12191123,-81.56685568,7,0,0,7
Virginia,US,2020-05-12 3:32,37.12222899,-80.5602732,3,0,0,3
Kentucky,US,2020-05-12 3:32,37.12306748,-82.85346474,3,0,0,3
Virginia,US,2020-05-12 3:32,37.12560977,-82.35124171,0,0,0,0
Virginia,US,2020-05-12 3:32,37.13128068,-81.13599391,0,0,0,0
Virginia,US,2020-05-12 3:32,37.14259351,-76.35798148,7,0,0,7
Virginia,US,2020-05-12 3:32,37.1435975,-78.05065922,14,0,0,14
Kentucky,US,2020-05-12 3:32,37.14749129,-87.86948214,12,0,0,12
Kansas,US,2020-05-12 3:32,37.14994405,-96.2454192,4,0,0,4
Kentucky,US,2020-05-12 3:32,37.16451126,-83.712575,2,0,0,2
Kansas,US,2020-05-12 3:32,37.16928494,-94.8462897,8,0,0,8
Virginia,US,2020-05-12 3:32,37.17746986,-80.37868691,66,1,0,65
Illinois,US,2020-05-12 3:32,37.18049267,-89.32910838,7,0,0,7
Virginia,US,2020-05-12 3:32,37.18497668,-77.22922187,45,0,0,45
California,US,2020-05-12 3:32,37.18922369,-120.7209035,173,3,0,170
Kansas,US,2020-05-12 3:32,37.19113093,-95.29849679,22,0,0,22
Kansas,US,2020-05-12 3:32,37.19141121,-101.7992519,4,0,0,4
Kansas,US,2020-05-12 3:32,37.19175361,-98.07578384,1,0,0,1
Kansas,US,2020-05-12 3:32,37.1923008,-101.3118967,18,0,0,18
Kansas,US,2020-05-12 3:32,37.19236568,-95.74329258,21,2,0,19
Kansas,US,2020-05-12 3:32,37.19324632,-100.8507201,707,0,0,707
Colorado,US,2020-05-12 3:32,37.19474156,-107.0476867,8,0,0,8
Colorado,US,2020-05-12 3:32,37.201606,-106.1917488,1,0,0,1
Missouri,US,2020-05-12 3:32,37.20351921,-94.34050458,28,0,0,28
Virginia,US,2020-05-12 3:32,37.20530399,-77.39368102,48,2,0,46
Virginia,US,2020-05-12 3:32,37.20553386,-79.09678609,13,0,0,13
Kentucky,US,2020-05-12 3:32,37.20946153,-86.68748787,201,6,0,195
Kentucky,US,2020-05-12 3:32,37.21137452,-88.34797529,6,0,0,6
Kentucky,US,2020-05-12 3:32,37.21218923,-86.23955613,45,6,0,39
Kentucky,US,2020-05-12 3:32,37.21425819,-87.14632053,457,6,0,451
California,US,2020-05-12 3:32,37.21513971,-119.7665589,67,2,0,65
Illinois,US,2020-05-12 3:32,37.22078441,-88.71036614,6,0,0,6
Virginia,US,2020-05-12 3:32,37.22554789,-78.43597949,66,2,0,64
Illinois,US,2020-05-12 3:32,37.22631423,-89.13085001,27,0,0,27
Kansas,US,2020-05-12 3:32,37.2288586,-98.68460053,1,0,0,1
California,US,2020-05-12 3:32,37.23104908,-121.6970462,2341,129,0,2212
Kansas,US,2020-05-12 3:32,37.23577007,-99.81883015,19,1,0,18
Kansas,US,2020-05-12 3:32,37.23682549,-97.47721621,4,1,0,3
Kansas,US,2020-05-12 3:32,37.23781842,-96.83776647,3,1,0,2
Kansas,US,2020-05-12 3:32,37.23859987,-100.364831,22,0,0,22
Virginia,US,2020-05-12 3:32,37.24374789,-76.54412815,57,2,0,55
Kentucky,US,2020-05-12 3:32,37.25023553,-83.22922731,16,0,0,16
Missouri,US,2020-05-12 3:32,37.2575872,-93.34230916,103,8,0,95
Virginia,US,2020-05-12 3:32,37.26420587,-77.39609676,66,6,0,60
Kentucky,US,2020-05-12 3:32,37.26484328,-85.5540745,1,0,0,1
Virginia,US,2020-05-12 3:32,37.26818323,-82.03749726,16,0,0,16
Virginia,US,2020-05-12 3:32,37.26865804,-80.06396753,79,0,0,79
Ningxia,China,2020-05-12 3:32,37.2692,106.1655,75,0,75,0
Missouri,US,2020-05-12 3:32,37.27029221,-92.46914488,10,0,0,10
Colorado,US,2020-05-12 3:32,37.27732493,-105.4276548,3,0,0,3
Virginia,US,2020-05-12 3:32,37.27791025,-79.96189766,106,1,0,105
Virginia,US,2020-05-12 3:32,37.28131268,-76.70905141,42,3,0,39
Missouri,US,2020-05-12 3:32,37.2813734,-92.876329,16,0,0,16
Virginia,US,2020-05-12 3:32,37.2836193,-80.06219455,32,0,0,32
Colorado,US,2020-05-12 3:32,37.28632032,-107.8429014,65,1,0,64
Virginia,US,2020-05-12 3:32,37.29186313,-77.29754684,39,0,0,39
Kentucky,US,2020-05-12 3:32,37.29943898,-85.88461055,8,0,0,8
Virginia,US,2020-05-12 3:32,37.3080028,-79.5281964,38,1,0,37
Kentucky,US,2020-05-12 3:32,37.30939025,-87.54670406,214,26,0,188
Virginia,US,2020-05-12 3:32,37.31156958,-76.76950618,173,15,0,158
Virginia,US,2020-05-12 3:32,37.31234791,-80.70636931,8,0,0,8
Colorado,US,2020-05-12 3:32,37.3153406,-104.0376458,4,0,0,4
Missouri,US,2020-05-12 3:32,37.31728859,-91.96564727,0,0,0,0
Colorado,US,2020-05-12 3:32,37.31940883,-102.5603223,12,0,0,12
Missouri,US,2020-05-12 3:32,37.32449052,-90.02725304,4,0,0,4
Kentucky,US,2020-05-12 3:32,37.32533118,-84.92726209,1,0,0,1
Colorado,US,2020-05-12 3:32,37.33859579,-108.5958857,24,3,0,21
Virginia,US,2020-05-12 3:32,37.34062933,-75.87751591,170,5,0,165
Virginia,US,2020-05-12 3:32,37.34081025,-77.98584649,17,1,0,16
Virginia,US,2020-05-12 3:32,37.35358063,-77.05634116,21,1,0,20
Kentucky,US,2020-05-12 3:32,37.35388197,-82.94981134,4,0,0,4
Kentucky,US,2020-05-12 3:32,37.35839237,-88.0882609,4,1,0,3
Missouri,US,2020-05-12 3:32,37.36085952,-90.97009925,2,0,0,2
Kentucky,US,2020-05-12 3:32,37.36642393,-84.31176452,13,0,0,13
Kentucky,US,2020-05-12 3:32,37.3677562,-85.3329931,9,0,0,9
Virginia,US,2020-05-12 3:32,37.37373208,-77.5868014,789,26,0,763
Virginia,US,2020-05-12 3:32,37.37569884,-78.81340003,22,0,0,22
West Virginia,US,2020-05-12 3:32,37.38002939,-81.65083669,6,0,0,6
Missouri,US,2020-05-12 3:32,37.38489388,-89.6843587,51,1,0,50
Virginia,US,2020-05-12 3:32,37.40021399,-79.19888138,69,1,0,68
West Virginia,US,2020-05-12 3:32,37.40481169,-81.11023142,11,0,0,11
Virginia,US,2020-05-12 3:32,37.40809042,-76.53524337,27,1,0,26
Illinois,US,2020-05-12 3:32,37.41391284,-88.56152109,1,0,0,1
Kentucky,US,2020-05-12 3:32,37.41866422,-83.99825483,56,12,0,44
California,US,2020-05-12 3:32,37.4228808,-122.3275546,1464,56,0,1408
Kentucky,US,2020-05-12 3:32,37.42823949,-83.68811419,2,0,0,2
Virginia,US,2020-05-12 3:32,37.44164146,-76.34098896,5,0,0,5
Kansas,US,2020-05-12 3:32,37.45338105,-96.24369667,0,0,0,0
Kentucky,US,2020-05-12 3:32,37.45475628,-84.6565327,5,1,0,4
Illinois,US,2020-05-12 3:32,37.45939802,-88.88165419,4,0,0,4
Kentucky,US,2020-05-12 3:32,37.46231118,-86.34248968,98,6,0,92
Kentucky,US,2020-05-12 3:32,37.47088263,-82.39487445,15,2,0,13
Illinois,US,2020-05-12 3:32,37.47119609,-89.25548938,63,1,0,62
Kentucky,US,2020-05-12 3:32,37.47751843,-86.85368087,72,0,0,72
Missouri,US,2020-05-12 3:32,37.47865134,-90.3467143,3,0,0,3
Virginia,US,2020-05-12 3:32,37.48133648,-80.21072274,4,0,0,4
Kansas,US,2020-05-12 3:32,37.50675523,-94.85245778,8,1,0,7
Virginia,US,2020-05-12 3:32,37.50694406,-76.99828634,26,1,0,25
Virginia,US,2020-05-12 3:32,37.51328851,-78.24398086,13,0,0,13
Illinois,US,2020-05-12 3:32,37.51810645,-88.26873022,1,0,0,1
Kentucky,US,2020-05-12 3:32,37.52168356,-87.67989953,29,0,0,29
Kentucky,US,2020-05-12 3:32,37.52333168,-83.31959161,2,0,0,2
Kentucky,US,2020-05-12 3:32,37.5301951,-87.26803443,17,1,0,16
Virginia,US,2020-05-12 3:32,37.53255773,-77.47966921,546,18,0,528
Virginia,US,2020-05-12 3:32,37.53460572,-77.39326555,1083,110,0,973
Kentucky,US,2020-05-12 3:32,37.54567114,-85.70138352,6,0,0,6
Virginia,US,2020-05-12 3:32,37.55016038,-77.91267882,18,0,0,18
Kentucky,US,2020-05-12 3:32,37.55218078,-85.26898542,17,0,0,17
Missouri,US,2020-05-12 3:32,37.55487945,-90.7735296,2,0,0,2
Virginia,US,2020-05-12 3:32,37.55531756,-79.80982182,30,3,0,27
Kansas,US,2020-05-12 3:32,37.55848695,-99.2856537,2,0,0,2
California,US,2020-05-12 3:32,37.55862499,-120.9970722,508,21,0,487
Kansas,US,2020-05-12 3:32,37.55862897,-95.30670046,2,0,0,2
Kansas,US,2020-05-12 3:32,37.55937174,-95.74323255,1,0,0,1
Kansas,US,2020-05-12 3:32,37.5620394,-100.8710738,16,0,0,16
Kentucky,US,2020-05-12 3:32,37.56213922,-82.74750924,15,0,0,15
Kansas,US,2020-05-12 3:32,37.56227336,-101.3079758,11,0,0,11
West Virginia,US,2020-05-12 3:32,37.56274716,-80.54577965,6,0,0,6
Kansas,US,2020-05-12 3:32,37.56304714,-101.7843534,9,0,0,9
Virginia,US,2020-05-12 3:32,37.57242268,-78.52518834,246,1,0,245
Colorado,US,2020-05-12 3:32,37.57250606,-105.7885451,32,2,0,30
Shanxi,China,2020-05-12 3:32,37.5777,112.2922,198,0,197,1
California,US,2020-05-12 3:32,37.57978556,-119.9073334,15,0,0,15
Colorado,US,2020-05-12 3:32,37.5836865,-106.3847838,8,0,0,8
Virginia,US,2020-05-12 3:32,37.60308293,-79.14548696,16,0,0,16
West Virginia,US,2020-05-12 3:32,37.612327,-81.54511071,1,0,0,1
Missouri,US,2020-05-12 3:32,37.6162296,-93.39828174,1,0,0,1
Kentucky,US,2020-05-12 3:32,37.62680923,-84.8633779,17,0,0,17
Utah,US,2020-05-12 3:32,37.62762978,-109.8033714,149,3,0,146
Virginia,US,2020-05-12 3:32,37.63191998,-76.55064617,10,0,0,10
Kentucky,US,2020-05-12 3:32,37.6388668,-84.53289319,3,0,0,3
Nevada,US,2020-05-12 3:32,37.64268459,-114.8790388,1,0,0,1
California,US,2020-05-12 3:32,37.64629437,-121.8929271,2101,71,0,2030
Kansas,US,2020-05-12 3:32,37.64780729,-98.73922153,1,0,0,1
West Virginia,US,2020-05-12 3:32,37.65390597,-80.86009693,1,0,0,1
Missouri,US,2020-05-12 3:32,37.65896829,-92.5888493,2,0,0,2
Kentucky,US,2020-05-12 3:32,37.66166713,-87.94300009,10,0,0,10
Colorado,US,2020-05-12 3:32,37.66954283,-106.9281698,2,0,0,2
Missouri,US,2020-05-12 3:32,37.6811355,-93.02127031,2,0,0,2
Kansas,US,2020-05-12 3:32,37.6842718,-97.4608198,469,19,0,450
Colorado,US,2020-05-12 3:32,37.68473101,-104.9612585,3,0,0,3
Kansas,US,2020-05-12 3:32,37.69200114,-99.88825298,1132,7,0,1125
