Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active
California,US,2020-05-12 3:32,41.59198861,-122.5407434,5,0,0,5
Indiana,US,2020-05-12 3:32,41.59761169,-85.85875695,494,18,0,476
Ohio,US,2020-05-12 3:32,41.60213491,-84.12571393,31,0,0,31
,North Macedonia,2020-05-12 3:32,41.6086,21.7453,1664,91,1200,373
Indiana,US,2020-05-12 3:32,41.61756781,-86.29040834,829,26,0,803
Ohio,US,2020-05-12 3:32,41.62101218,-83.65468618,1806,165,0,1641
Iowa,US,2020-05-12 3:32,41.63935978,-90.61959493,286,8,0,278
Indiana,US,2020-05-12 3:32,41.64232188,-85.42674232,38,2,0,36
Indiana,US,2020-05-12 3:32,41.64423868,-85.00101094,62,2,0,60
Pennsylvania,US,2020-05-12 3:32,41.64938475,-75.29956506,117,5,0,112
Wyoming,US,2020-05-12 3:32,41.65498705,-105.7235415,8,0,0,8
Wyoming,US,2020-05-12 3:32,41.65943896,-108.8827882,20,0,0,20
Rhode Island,US,2020-05-12 3:32,41.67106337,-71.57641596,859,0,0,859
Iowa,US,2020-05-12 3:32,41.67169354,-91.58754744,555,7,0,548
Iowa,US,2020-05-12 3:32,41.68330137,-95.81558439,17,0,0,17
Iowa,US,2020-05-12 3:32,41.68378965,-94.50111014,35,0,0,35
Iowa,US,2020-05-12 3:32,41.6844628,-94.90581859,10,0,0,10
Pennsylvania,US,2020-05-12 3:32,41.68447709,-80.10760592,21,0,0,21
Iowa,US,2020-05-12 3:32,41.6850066,-95.31015553,19,0,0,19
Iowa,US,2020-05-12 3:32,41.68560356,-94.04127625,701,6,0,695
Iowa,US,2020-05-12 3:32,41.68576082,-93.05567785,238,8,0,230
Iowa,US,2020-05-12 3:32,41.68625425,-92.53155731,81,5,0,76
Iowa,US,2020-05-12 3:32,41.68630265,-92.0643373,27,0,0,27
Iowa,US,2020-05-12 3:32,41.68679484,-93.57767461,2368,61,0,2307
Wyoming,US,2020-05-12 3:32,41.69357844,-106.9326084,5,0,0,5
Ohio,US,2020-05-12 3:32,41.69710807,-81.23676539,199,8,0,191
Nebraska,US,2020-05-12 3:32,41.70759415,-98.06737183,2,0,0,2
Ohio,US,2020-05-12 3:32,41.70860332,-80.74830218,193,19,0,174
Rhode Island,US,2020-05-12 3:32,41.71018079,-71.28652315,171,0,0,171
New York,US,2020-05-12 3:32,41.71579493,-74.76394559,1109,25,0,1084
Nebraska,US,2020-05-12 3:32,41.71711774,-103.0061405,9,0,0,9
Massachusetts,US,2020-05-12 3:32,41.72980578,-70.28854339,1075,73,0,1002
California,US,2020-05-12 3:32,41.74228275,-123.8974063,3,0,0,3
Pennsylvania,US,2020-05-12 3:32,41.74471626,-77.89559864,4,0,0,4
Illinois,US,2020-05-12 3:32,41.74583951,-89.29977132,63,0,0,63
Illinois,US,2020-05-12 3:32,41.75509713,-89.91556058,104,6,0,98
New York,US,2020-05-12 3:32,41.7648606,-73.74356679,3378,98,0,3280
Iowa,US,2020-05-12 3:32,41.77233777,-91.13246684,43,1,0,42
Pennsylvania,US,2020-05-12 3:32,41.77255149,-77.25433032,16,1,0,15
Pennsylvania,US,2020-05-12 3:32,41.78869215,-76.51570822,38,2,0,36
Massachusetts,US,2020-05-12 3:32,41.79228404,-71.10872211,4999,274,0,4725
Connecticut,US,2020-05-12 3:32,41.7937534,-73.2451475,1161,109,0,1052
Connecticut,US,2020-05-12 3:32,41.80283011,-72.73103891,7358,921,0,6437
Pennsylvania,US,2020-05-12 3:32,41.80938602,-78.56478358,6,1,0,5
Pennsylvania,US,2020-05-12 3:32,41.81304978,-79.26969577,1,0,0,1
Pennsylvania,US,2020-05-12 3:32,41.82147784,-75.80071959,81,13,0,68
Connecticut,US,2020-05-12 3:32,41.82972709,-71.98182316,271,7,0,264
Illinois,US,2020-05-12 3:32,41.84144849,-87.81658794,53381,2361,0,51020
Nebraska,US,2020-05-12 3:32,41.85056773,-96.32605633,6,0,0,6
Nebraska,US,2020-05-12 3:32,41.85070896,-103.7080986,44,0,0,44
Illinois,US,2020-05-12 3:32,41.85116968,-88.08642662,4745,251,0,4494
Connecticut,US,2020-05-12 3:32,41.85853803,-72.3308481,545,47,0,498
Rhode Island,US,2020-05-12 3:32,41.87064746,-71.57753536,8674,0,0,8674
,Italy,2020-05-12 3:32,41.87194,12.56738,219814,30739,106587,82488
Michigan,US,2020-05-12 3:32,41.88753639,-84.59312019,153,22,0,131
New York,US,2020-05-12 3:32,41.89027881,-74.26252104,1454,58,0,1396
Illinois,US,2020-05-12 3:32,41.89373302,-88.76958483,183,2,0,181
Michigan,US,2020-05-12 3:32,41.89475156,-84.06603727,128,2,0,126
Iowa,US,2020-05-12 3:32,41.89981633,-90.53275096,58,1,0,57
,Holy See,2020-05-12 3:32,41.9029,12.4534,12,0,2,10
Nebraska,US,2020-05-12 3:32,41.91358968,-100.5556632,1,0,0,1
Michigan,US,2020-05-12 3:32,41.91441767,-85.52797979,65,1,0,64
Michigan,US,2020-05-12 3:32,41.91522292,-85.99405727,42,2,0,40
Nebraska,US,2020-05-12 3:32,41.91586243,-101.1354293,0,0,0,0
Michigan,US,2020-05-12 3:32,41.91600556,-85.05929476,80,2,0,78
Nebraska,US,2020-05-12 3:32,41.91637624,-96.78730772,14,0,0,14
Nebraska,US,2020-05-12 3:32,41.91676024,-97.6005481,257,3,0,254
Nebraska,US,2020-05-12 3:32,41.9169835,-97.19394708,8,0,0,8
Michigan,US,2020-05-12 3:32,41.92734151,-83.53749864,393,17,0,376
Illinois,US,2020-05-12 3:32,41.93842729,-88.42861412,3126,90,0,3036
Massachusetts,US,2020-05-12 3:32,41.94070556,-70.80802823,6457,408,0,6049
Michigan,US,2020-05-12 3:32,41.95447397,-86.4131308,403,24,0,379
Pennsylvania,US,2020-05-12 3:32,41.99253829,-80.03301954,123,2,0,121
Iowa,US,2020-05-12 3:32,42.03586837,-92.9990819,734,3,0,731
Iowa,US,2020-05-12 3:32,42.03614551,-94.39658081,13,0,0,13
Iowa,US,2020-05-12 3:32,42.03617207,-94.86032705,6,0,0,6
Iowa,US,2020-05-12 3:32,42.03621213,-93.46499005,61,1,0,60
Iowa,US,2020-05-12 3:32,42.03657094,-93.9313999,36,0,0,36
Iowa,US,2020-05-12 3:32,42.03718237,-95.3819718,191,1,0,190
Illinois,US,2020-05-12 3:32,42.04165196,-89.32184679,149,1,0,148
Iowa,US,2020-05-12 3:32,42.05220391,-95.95743843,12,0,0,12
Illinois,US,2020-05-12 3:32,42.06823429,-89.93395545,11,2,0,9
Iowa,US,2020-05-12 3:32,42.07923082,-91.59809485,841,59,0,782
Iowa,US,2020-05-12 3:32,42.07991767,-92.53266945,336,13,0,323
Iowa,US,2020-05-12 3:32,42.08011739,-92.06463573,35,1,0,34
Wyoming,US,2020-05-12 3:32,42.08798185,-104.3534743,5,0,0,5
Iowa,US,2020-05-12 3:32,42.12118609,-91.13139641,34,0,0,34
Wyoming,US,2020-05-12 3:32,42.13299116,-104.966331,0,0,0,0
Massachusetts,US,2020-05-12 3:32,42.13440424,-72.63235561,4763,458,0,4305
New York,US,2020-05-12 3:32,42.13891056,-76.7638805,131,1,0,130
Nebraska,US,2020-05-12 3:32,42.15725356,-96.54157099,13,0,0,13
New York,US,2020-05-12 3:32,42.15903158,-75.81326086,378,23,0,355
Massachusetts,US,2020-05-12 3:32,42.16073095,-71.20530408,7004,661,0,6343
New York,US,2020-05-12 3:32,42.16852837,-76.30835812,107,14,0,93
Iowa,US,2020-05-12 3:32,42.17178824,-90.57354837,7,0,0,7
Nebraska,US,2020-05-12 3:32,42.17695516,-98.0666283,5,0,0,5
New York,US,2020-05-12 3:32,42.19837623,-74.96709306,65,4,0,61
Nebraska,US,2020-05-12 3:32,42.20934475,-97.11926964,2,0,0,2
Nebraska,US,2020-05-12 3:32,42.22079243,-103.0878834,1,0,0,1
New York,US,2020-05-12 3:32,42.2276921,-79.36691763,41,4,0,37
Michigan,US,2020-05-12 3:32,42.24542231,-85.53038622,622,32,0,590
Michigan,US,2020-05-12 3:32,42.24633834,-85.00493569,268,17,0,251
New York,US,2020-05-12 3:32,42.24778241,-78.67923096,61,0,0,61
Michigan,US,2020-05-12 3:32,42.24807035,-84.42258681,400,26,0,374
New York,US,2020-05-12 3:32,42.24819348,-73.63089095,314,19,0,295
Michigan,US,2020-05-12 3:32,42.25190229,-86.01939087,93,4,0,89
Michigan,US,2020-05-12 3:32,42.253105,-83.83853204,1192,81,0,1111
New York,US,2020-05-12 3:32,42.25748406,-78.02750466,38,0,0,38
Wyoming,US,2020-05-12 3:32,42.26376367,-110.6563997,11,0,0,11
Nebraska,US,2020-05-12 3:32,42.26434853,-97.60122773,1,0,0,1
New York,US,2020-05-12 3:32,42.2689144,-77.3829924,228,39,0,189
New York,US,2020-05-12 3:32,42.275797,-74.12384884,206,10,0,196
Michigan,US,2020-05-12 3:32,42.28098405,-83.281255,18194,2105,0,16089
Idaho,US,2020-05-12 3:32,42.28347888,-113.6012409,15,1,0,14
,Georgia,2020-05-12 3:32,42.3154,43.3569,638,11,317,310
Illinois,US,2020-05-12 3:32,42.3224907,-88.00367925,5323,173,0,5150
Illinois,US,2020-05-12 3:32,42.32359279,-88.82345779,206,12,0,194
Illinois,US,2020-05-12 3:32,42.32451172,-88.45248227,958,52,0,906
Massachusetts,US,2020-05-12 3:32,42.3279514,-71.07850442,15356,731,0,14625
Illinois,US,2020-05-12 3:32,42.33641854,-89.16085327,932,25,0,907
Massachusetts,US,2020-05-12 3:32,42.33997957,-72.65898478,688,57,0,631
Massachusetts,US,2020-05-12 3:32,42.35026951,-71.90493363,7818,457,0,7361
Illinois,US,2020-05-12 3:32,42.35129217,-89.662598,99,0,0,99
Idaho,US,2020-05-12 3:32,42.35440512,-114.6685381,269,11,0,258
Illinois,US,2020-05-12 3:32,42.36542373,-90.21094405,18,0,0,18
Oregon,US,2020-05-12 3:32,42.3665549,-123.5561938,24,1,0,23
Massachusetts,US,2020-05-12 3:32,42.37428441,-73.20524838,478,37,0,441
Iowa,US,2020-05-12 3:32,42.38353877,-93.23654611,12,0,0,12
Iowa,US,2020-05-12 3:32,42.38382428,-93.70197703,11,0,0,11
Iowa,US,2020-05-12 3:32,42.38521079,-94.64046046,1,0,0,1
Iowa,US,2020-05-12 3:32,42.38624071,-95.10547892,3,0,0,3
Iowa,US,2020-05-12 3:32,42.38979414,-96.0459439,1676,9,0,1667
Nebraska,US,2020-05-12 3:32,42.39040144,-96.56656425,1378,3,0,1375
New York,US,2020-05-12 3:32,42.39184015,-76.8773299,7,0,0,7
Iowa,US,2020-05-12 3:32,42.40183723,-92.78829551,15,0,0,15
Iowa,US,2020-05-12 3:32,42.42853483,-94.17987389,10,0,0,10
Oregon,US,2020-05-12 3:32,42.43201126,-122.7289309,49,0,0,49
New York,US,2020-05-12 3:32,42.44945765,-76.47229843,132,0,0,132
Nebraska,US,2020-05-12 3:32,42.45522056,-98.78402558,1,0,0,1
Oregon,US,2020-05-12 3:32,42.45911325,-124.157282,4,0,0,4
Iowa,US,2020-05-12 3:32,42.46815349,-90.88181925,197,7,0,190
Iowa,US,2020-05-12 3:32,42.4704581,-92.30524729,1512,25,0,1487
Iowa,US,2020-05-12 3:32,42.4709188,-91.83510825,23,0,0,23
Iowa,US,2020-05-12 3:32,42.47104597,-91.3664492,9,1,0,8
Massachusetts,US,2020-05-12 3:32,42.48607732,-71.39049229,17774,1235,0,16539
Nebraska,US,2020-05-12 3:32,42.49188363,-96.86782408,24,0,0,24
New York,US,2020-05-12 3:32,42.49430041,-75.60887553,111,0,0,111
,Andorra,2020-05-12 3:32,42.5063,1.5218,755,48,550,157
Nebraska,US,2020-05-12 3:32,42.54502621,-101.1244332,1,0,0,1
Wisconsin,US,2020-05-12 3:32,42.57639354,-88.04051686,693,16,0,677
Idaho,US,2020-05-12 3:32,42.58016894,-116.1693871,8,0,0,8
Massachusetts,US,2020-05-12 3:32,42.58119713,-72.58602547,296,42,0,254
New York,US,2020-05-12 3:32,42.58831742,-74.4433903,46,0,0,46
Michigan,US,2020-05-12 3:32,42.59147037,-85.89102866,157,2,0,155
New York,US,2020-05-12 3:32,42.59509207,-76.07048931,29,0,0,29
Michigan,US,2020-05-12 3:32,42.59513984,-85.30834519,51,1,0,50
Michigan,US,2020-05-12 3:32,42.59599185,-84.83740035,151,6,0,145
Michigan,US,2020-05-12 3:32,42.59716886,-84.37472069,586,17,0,569
Nebraska,US,2020-05-12 3:32,42.5988851,-97.25311951,6,0,0,6
New York,US,2020-05-12 3:32,42.60060306,-73.97723916,1456,59,0,1397
,Kosovo,2020-05-12 3:32,42.602636,20.902977,884,28,655,201
Michigan,US,2020-05-12 3:32,42.60302282,-83.91297209,376,22,0,354
New York,US,2020-05-12 3:32,42.63492579,-75.03151402,67,4,0,63
New York,US,2020-05-12 3:32,42.63505484,-77.10369919,21,1,0,20
Nebraska,US,2020-05-12 3:32,42.63758421,-97.89178836,6,0,0,6
Wisconsin,US,2020-05-12 3:32,42.66005229,-90.1317729,13,0,0,13
Michigan,US,2020-05-12 3:32,42.66090111,-83.38595416,7752,849,0,6903
Wisconsin,US,2020-05-12 3:32,42.66858202,-88.54163073,240,10,0,230
Massachusetts,US,2020-05-12 3:32,42.6687626,-70.94687179,11432,669,0,10763
Idaho,US,2020-05-12 3:32,42.67002716,-112.2233311,13,0,0,13
Wisconsin,US,2020-05-12 3:32,42.67151616,-89.071479,361,13,0,348
Wisconsin,US,2020-05-12 3:32,42.6794956,-89.60243287,33,0,0,33
Oregon,US,2020-05-12 3:32,42.68762984,-121.6496461,40,0,0,40
Idaho,US,2020-05-12 3:32,42.68891267,-114.2655033,75,2,0,73
Michigan,US,2020-05-12 3:32,42.69158356,-82.92752801,6064,699,0,5365
Idaho,US,2020-05-12 3:32,42.69254894,-112.8395742,2,0,0,2
New York,US,2020-05-12 3:32,42.70145109,-78.22199579,77,5,0,72
,Montenegro,2020-05-12 3:32,42.708678,19.37439,324,9,294,21
New York,US,2020-05-12 3:32,42.71348136,-73.51089874,411,23,0,388
Nebraska,US,2020-05-12 3:32,42.71985036,-103.1313774,1,0,0,1
New York,US,2020-05-12 3:32,42.72596275,-77.77966158,102,6,0,96
Iowa,US,2020-05-12 3:32,42.73172833,-92.79015971,12,0,0,12
Iowa,US,2020-05-12 3:32,42.73270384,-93.26256925,6,0,0,6
Iowa,US,2020-05-12 3:32,42.73305373,-93.73515113,6,0,0,6
,Bulgaria,2020-05-12 3:32,42.7339,25.4858,1990,93,461,1436
Iowa,US,2020-05-12 3:32,42.73420133,-94.67862564,3,0,0,3
Iowa,US,2020-05-12 3:32,42.73538914,-95.62389402,6,0,0,6
Iowa,US,2020-05-12 3:32,42.73545875,-95.15100162,39,0,0,39
Iowa,US,2020-05-12 3:32,42.737633,-96.21366621,62,0,0,62
Wisconsin,US,2020-05-12 3:32,42.74753117,-88.05941254,724,16,0,708
New York,US,2020-05-12 3:32,42.76249024,-78.73063652,4483,357,0,4126
Wyoming,US,2020-05-12 3:32,42.76558279,-109.9130922,3,0,0,3
Idaho,US,2020-05-12 3:32,42.77149116,-111.5597683,1,0,0,1
Iowa,US,2020-05-12 3:32,42.77461496,-92.31795937,58,5,0,53
Iowa,US,2020-05-12 3:32,42.7764426,-94.20722537,7,0,0,7
New York,US,2020-05-12 3:32,42.78081007,-76.82497064,49,0,0,49
New York,US,2020-05-12 3:32,42.81668777,-74.05278291,575,28,0,547
South Dakota,US,2020-05-12 3:32,42.83112163,-96.6557828,53,0,0,53
Iowa,US,2020-05-12 3:32,42.84443388,-91.34133693,23,2,0,21
New York,US,2020-05-12 3:32,42.85145728,-77.30874425,107,9,0,98
Idaho,US,2020-05-12 3:32,42.85518524,-113.6357257,11,0,0,11
Iowa,US,2020-05-12 3:32,42.86271799,-91.8441231,24,0,0,24
Wisconsin,US,2020-05-12 3:32,42.8671731,-90.7063218,68,9,0,59
New York,US,2020-05-12 3:32,42.90123494,-74.44011632,67,1,0,66
New York,US,2020-05-12 3:32,42.91261714,-76.55731592,60,1,0,59
South Dakota,US,2020-05-12 3:32,42.91296147,-96.97656917,9,0,0,9
New Hampshire,US,2020-05-12 3:32,42.91537785,-71.7200253,1496,40,0,1456
New York,US,2020-05-12 3:32,42.91653905,-75.67266639,251,6,0,245
New Hampshire,US,2020-05-12 3:32,42.92015988,-72.25311043,43,2,0,41
Michigan,US,2020-05-12 3:32,42.92655373,-82.67937954,358,25,0,333
Michigan,US,2020-05-12 3:32,42.94400871,-84.60145248,128,10,0,118
Michigan,US,2020-05-12 3:32,42.94502238,-85.07413319,110,3,0,107
Michigan,US,2020-05-12 3:32,42.953928,-84.14585902,211,17,0,194
Michigan,US,2020-05-12 3:32,42.95996803,-85.9969107,420,19,0,401
Wyoming,US,2020-05-12 3:32,42.96180148,-106.797885,48,0,0,48
Idaho,US,2020-05-12 3:32,42.96927962,-114.8108306,18,0,0,18
Wyoming,US,2020-05-12 3:32,42.97272268,-105.5081848,23,0,0,23
New Hampshire,US,2020-05-12 3:32,42.98499744,-71.12883377,994,28,0,966
Vermont,US,2020-05-12 3:32,42.986982,-72.71268875,74,3,0,71
South Dakota,US,2020-05-12 3:32,42.98914167,-97.88592746,4,0,0,4
Wisconsin,US,2020-05-12 3:32,43.00050278,-90.13469017,10,0,0,10
Idaho,US,2020-05-12 3:32,43.0012336,-114.1358773,29,0,0,29
New York,US,2020-05-12 3:32,43.0022601,-78.19135193,173,3,0,170
Wisconsin,US,2020-05-12 3:32,43.00486062,-87.96733172,4022,231,0,3791
New York,US,2020-05-12 3:32,43.00491923,-76.19971155,1287,69,0,1218
South Dakota,US,2020-05-12 3:32,43.00924485,-97.39467635,30,0,0,30
Wisconsin,US,2020-05-12 3:32,43.01833055,-88.30431188,409,23,0,386
Wisconsin,US,2020-05-12 3:32,43.02054068,-88.77529134,51,2,0,49
Michigan,US,2020-05-12 3:32,43.02244215,-83.70589709,1765,224,0,1541
Michigan,US,2020-05-12 3:32,43.03197711,-85.54934642,2332,42,0,2290
Vermont,US,2020-05-12 3:32,43.03519828,-73.09048868,60,1,0,59
Wyoming,US,2020-05-12 3:32,43.04183996,-108.6296893,191,0,0,191
Wyoming,US,2020-05-12 3:32,43.05607708,-104.4758896,2,0,0,2
Iowa,US,2020-05-12 3:32,43.0600053,-92.78940097,5,1,0,4
Iowa,US,2020-05-12 3:32,43.06001295,-92.31773347,7,0,0,7
Oregon,US,2020-05-12 3:32,43.06422669,-118.9666306,1,0,0,1
Wisconsin,US,2020-05-12 3:32,43.06601594,-89.41733797,474,22,0,452
Iowa,US,2020-05-12 3:32,43.08177563,-93.2612239,14,0,0,14
Iowa,US,2020-05-12 3:32,43.08178477,-93.73454884,3,0,0,3
Iowa,US,2020-05-12 3:32,43.08193849,-94.67824621,1,0,0,1
Iowa,US,2020-05-12 3:32,43.08221074,-96.1767568,93,0,0,93
Iowa,US,2020-05-12 3:32,43.08247182,-95.15096481,9,0,0,9
Iowa,US,2020-05-12 3:32,43.08310673,-95.62474482,16,0,0,16
Michigan,US,2020-05-12 3:32,43.09052506,-83.22153148,177,30,0,147
New York,US,2020-05-12 3:32,43.10904162,-73.86653895,403,11,0,392
New York,US,2020-05-12 3:32,43.11363907,-74.41798804,109,0,0,109
New York,US,2020-05-12 3:32,43.14638895,-77.69322942,1850,147,0,1703
New York,US,2020-05-12 3:32,43.15494365,-77.02976528,81,2,0,79
Oregon,US,2020-05-12 3:32,43.17406868,-124.0594514,30,0,0,30
South Dakota,US,2020-05-12 3:32,43.19338568,-100.7195503,10,0,0,10
Oregon,US,2020-05-12 3:32,43.1937027,-117.6227395,14,0,0,14
New York,US,2020-05-12 3:32,43.19898042,-78.74777412,655,42,0,613
Iowa,US,2020-05-12 3:32,43.20405458,-94.20691791,2,0,0,2
South Dakota,US,2020-05-12 3:32,43.20660134,-98.58856175,5,0,0,5
Idaho,US,2020-05-12 3:32,43.2167288,-112.3978437,4,0,0,4
Wisconsin,US,2020-05-12 3:32,43.23870316,-90.93073686,17,0,0,17
South Dakota,US,2020-05-12 3:32,43.23929297,-103.5275691,2,0,0,2
New York,US,2020-05-12 3:32,43.24375382,-75.43710392,669,21,0,648
New York,US,2020-05-12 3:32,43.2516977,-78.2320066,130,14,0,116
South Dakota,US,2020-05-12 3:32,43.27841182,-96.7203905,191,0,0,191
Oregon,US,2020-05-12 3:32,43.27941273,-123.167291,24,0,0,24
Iowa,US,2020-05-12 3:32,43.28383218,-91.37860922,112,4,0,108
Iowa,US,2020-05-12 3:32,43.29094334,-91.84422722,18,0,0,18
Michigan,US,2020-05-12 3:32,43.29123859,-86.15176712,384,20,0,364
New Hampshire,US,2020-05-12 3:32,43.291833,-71.02336013,196,8,0,188
Michigan,US,2020-05-12 3:32,43.29265605,-84.60505416,33,4,0,29
New Hampshire,US,2020-05-12 3:32,43.29662971,-71.6811573,243,6,0,237
Michigan,US,2020-05-12 3:32,43.31082541,-85.15252824,46,1,0,45
South Dakota,US,2020-05-12 3:32,43.3109081,-97.14865776,18,0,0,18
New York,US,2020-05-12 3:32,43.31153794,-73.43043448,210,8,0,202
Michigan,US,2020-05-12 3:32,43.33433923,-84.0513121,809,85,0,724
South Dakota,US,2020-05-12 3:32,43.33449012,-97.75536441,3,0,0,3
South Dakota,US,2020-05-12 3:32,43.33749164,-102.5555498,1,0,0,1
Idaho,US,2020-05-12 3:32,43.3507101,-115.4701578,31,2,0,29
Iowa,US,2020-05-12 3:32,43.35638371,-92.78887719,3,0,0,3
Iowa,US,2020-05-12 3:32,43.35671042,-92.31702714,12,0,0,12
New Hampshire,US,2020-05-12 3:32,43.36094111,-72.22203125,14,1,0,13
Wisconsin,US,2020-05-12 3:32,43.36863664,-88.22974712,118,4,0,114
Wisconsin,US,2020-05-12 3:32,43.3762778,-90.43012729,13,2,0,11
Iowa,US,2020-05-12 3:32,43.37750768,-93.26087602,2,0,0,2
Iowa,US,2020-05-12 3:32,43.37751174,-93.73407298,5,0,0,5
Iowa,US,2020-05-12 3:32,43.37782951,-94.67858943,0,0,0,0
Iowa,US,2020-05-12 3:32,43.37787725,-95.1510206,6,0,0,6
Iowa,US,2020-05-12 3:32,43.37824276,-95.62422844,20,0,0,20
Iowa,US,2020-05-12 3:32,43.38107862,-96.20926845,16,0,0,16
Wisconsin,US,2020-05-12 3:32,43.38352225,-87.94625009,107,9,0,98
South Dakota,US,2020-05-12 3:32,43.38520741,-98.36978007,1,0,0,1
Idaho,US,2020-05-12 3:32,43.38713372,-111.6161537,30,0,0,30
Idaho,US,2020-05-12 3:32,43.4085812,-113.9752658,506,5,0,501
Wisconsin,US,2020-05-12 3:32,43.41576662,-88.70928178,74,1,0,73
New York,US,2020-05-12 3:32,43.42034246,-74.96145307,81,3,0,78
Michigan,US,2020-05-12 3:32,43.42406072,-82.82055898,38,5,0,33
Wisconsin,US,2020-05-12 3:32,43.42574087,-89.94966132,72,3,0,69
New York,US,2020-05-12 3:32,43.42778894,-76.14635194,75,3,0,72
Idaho,US,2020-05-12 3:32,43.4526575,-116.2415516,739,21,0,718
Wisconsin,US,2020-05-12 3:32,43.46492199,-89.33589004,32,1,0,31
Michigan,US,2020-05-12 3:32,43.46606813,-83.41897025,139,17,0,122
Idaho,US,2020-05-12 3:32,43.46665742,-114.8065892,1,0,0,1
Maine,US,2020-05-12 3:32,43.47808377,-70.71052375,262,8,0,254
New Hampshire,US,2020-05-12 3:32,43.51637314,-71.41684235,46,0,0,46
Michigan,US,2020-05-12 3:32,43.554374,-85.80070107,35,0,0,35
New York,US,2020-05-12 3:32,43.56173026,-73.8433699,217,0,0,217
Vermont,US,2020-05-12 3:32,43.57723578,-73.03741676,49,1,0,48
Vermont,US,2020-05-12 3:32,43.58010937,-72.58595157,45,2,0,43
Wisconsin,US,2020-05-12 3:32,43.59422667,-90.8324691,3,0,0,3
Idaho,US,2020-05-12 3:32,43.61970148,-116.7095499,274,7,0,267
Michigan,US,2020-05-12 3:32,43.64060976,-84.84664923,62,7,0,55
Michigan,US,2020-05-12 3:32,43.64064262,-85.32463223,16,2,0,14
Michigan,US,2020-05-12 3:32,43.64124435,-86.26726673,30,1,0,29
Michigan,US,2020-05-12 3:32,43.64330771,-84.38804374,66,8,0,58
New York,US,2020-05-12 3:32,43.66146647,-74.49721957,5,0,0,5
Jilin,China,2020-05-12 3:32,43.6661,126.1923,127,1,105,21
Minnesota,US,2020-05-12 3:32,43.67129565,-91.49143057,2,0,0,2
Minnesota,US,2020-05-12 3:32,43.67142874,-92.75234549,45,0,0,45
Minnesota,US,2020-05-12 3:32,43.67381499,-93.94787458,10,0,0,10
Minnesota,US,2020-05-12 3:32,43.67385583,-93.34884422,46,0,0,46
Minnesota,US,2020-05-12 3:32,43.67394126,-92.08980382,13,1,0,12
Minnesota,US,2020-05-12 3:32,43.67423373,-95.15398258,33,0,0,33
South Dakota,US,2020-05-12 3:32,43.6742571,-97.36863144,4,1,0,3
Minnesota,US,2020-05-12 3:32,43.67429718,-94.55099908,112,4,0,108
Minnesota,US,2020-05-12 3:32,43.67434621,-95.75329576,1269,2,0,1267
South Dakota,US,2020-05-12 3:32,43.67441641,-96.7910885,2952,29,0,2923
Minnesota,US,2020-05-12 3:32,43.67482683,-96.25296832,19,0,0,19
South Dakota,US,2020-05-12 3:32,43.67490933,-98.14458906,7,0,0,7
Michigan,US,2020-05-12 3:32,43.70639106,-83.98731479,204,9,0,195
South Dakota,US,2020-05-12 3:32,43.71756379,-99.08118954,0,0,0,0
South Dakota,US,2020-05-12 3:32,43.71757685,-98.56050467,2,0,0,2
Wyoming,US,2020-05-12 3:32,43.71930657,-108.4423174,3,0,0,3
Wisconsin,US,2020-05-12 3:32,43.72099677,-87.94579284,66,2,0,64
,Monaco,2020-05-12 3:32,43.7333,7.4167,96,4,85,7
Idaho,US,2020-05-12 3:32,43.75303583,-111.2056773,11,0,0,11
Wisconsin,US,2020-05-12 3:32,43.75354908,-88.48885325,101,3,0,98
Idaho,US,2020-05-12 3:32,43.78141028,-111.6538474,18,0,0,18
New York,US,2020-05-12 3:32,43.7844157,-75.44903992,11,0,0,11
Wisconsin,US,2020-05-12 3:32,43.80025981,-89.04679553,8,0,0,8
Wisconsin,US,2020-05-12 3:32,43.81911946,-89.40073763,3,1,0,2
Idaho,US,2020-05-12 3:32,43.82078483,-112.3131749,5,0,0,5
Michigan,US,2020-05-12 3:32,43.83353985,-83.04078453,36,1,0,35
Maine,US,2020-05-12 3:32,43.8370751,-70.37226999,714,31,0,683
New Hampshire,US,2020-05-12 3:32,43.87498583,-71.20430216,37,0,0,37
South Dakota,US,2020-05-12 3:32,43.89522709,-99.85201878,3,0,0,3
Wyoming,US,2020-05-12 3:32,43.90451606,-107.680187,8,0,0,8
Wisconsin,US,2020-05-12 3:32,43.90632465,-91.11451093,32,0,0,32
Oregon,US,2020-05-12 3:32,43.91570171,-121.2289121,86,0,0,86
,Bosnia and Herzegovina,2020-05-12 3:32,43.9159,17.6791,2141,113,1114,914
Wisconsin,US,2020-05-12 3:32,43.92456975,-90.11120239,21,1,0,20
Wyoming,US,2020-05-12 3:32,43.93522482,-110.5890801,98,0,0,98
Oregon,US,2020-05-12 3:32,43.93727035,-122.847753,60,2,0,58
New Hampshire,US,2020-05-12 3:32,43.93779815,-71.82057197,58,1,0,57
,San Marino,2020-05-12 3:32,43.9424,12.4578,628,41,130,457
Wisconsin,US,2020-05-12 3:32,43.94641218,-90.618819,15,1,0,14
Maine,US,2020-05-12 3:32,43.95415864,-69.85074999,21,0,0,21
Wisconsin,US,2020-05-12 3:32,43.96974651,-89.76782777,4,1,0,3
Minnesota,US,2020-05-12 3:32,43.97823903,-94.61413846,25,0,0,25
